Incident Id, CAD Id, Time, Type, Address, Latitude, Longitude, # of Rounds, District, Beat
16045,13-63882,2013-08-18 21:23:53,Multiple Gunshots,283 N Warren Ave,42.0917767909,-71.0255046371,4,,
16039,,2013-08-18 11:51:18,Multiple Gunshots,525 Warren Ave,42.0751009699,-71.0219802494,7,,
16038,,2013-08-18 03:24:13,Multiple Gunshots,165 Tribou St,42.067250405,-71.024531116,3,,
16037,,2013-08-18 01:14:46,Multiple Gunshots,32 Sheppard St,42.0696383025,-71.0189529968,16,,
16032,,2013-08-17 04:08:10,Multiple Gunshots,340 N Main St,42.0925739621,-71.0195216778,7,,
16008,13-62986,2013-08-15 17:34:36,Multiple Gunshots,21 Neal St,42.0973168932,-71.0221096142,2,,
16007,,2013-08-13 22:51:35,Multiple Gunshots,842 Warren Ave,42.068424713,-71.0204402744,4,,
15992,13-61883,2013-08-11 21:12:54,Single Gunshot,28 E Market St,42.0628078376,-71.0141398696,1,,
15981,,2013-08-11 15:16:26,Possible Gunfire,10 Ellsworth Ave,42.0829421631,-71.0247706587,1,,
15959,,2013-08-10 07:02:14,Single Gunshot,122 Newbury St,42.0825218087,-71.025881273,1,,
15953,,2013-08-07 18:02:54,Multiple Gunshots,592 Main St,42.0735579749,-71.0187853105,3,,
15937,,2013-08-04 20:16:36,Multiple Gunshots,11 Packard Way,42.0715475351,-71.0216233848,5,,
15865,,2013-08-02 02:59:12,Single Gunshot,62 Exchange St,42.07581149,-71.0179245406,1,,
15831,,2013-07-27 22:51:03,Multiple Gunshots,773 Montello St,42.069800152,-71.0158309165,3,,
15817,,2013-07-27 04:36:09,Single Gunshot,25 Turner St,42.0888436629,-71.0218516919,1,,
15816,,2013-07-27 04:36:04,Multiple Gunshots,63 Wyman St,42.0891680472,-71.0223959569,4,,
15815,,2013-07-27 04:36:02,Multiple Gunshots,27 Farrington St,42.0923759793,-71.0208207446,4,,
15814,,2013-07-27 04:36:00,Multiple Gunshots,87 Haverhill St,42.0878923263,-71.0226710639,5,,
15813,,2013-07-27 01:43:47,Single Gunshot,28 Field St,42.1052744348,-71.0236631029,1,,
15812,,2013-07-27 00:48:23,Multiple Gunshots,22 Glenwood St,42.085706414,-71.026070059,9,,
15807,,2013-07-24 22:51:28,Multiple Gunshots,43 Nilsson St,42.0676497134,-71.0188859236,3,,
15744,,2013-07-21 05:08:31,Single Gunshot,124 Prospect St,42.0915139473,-71.0254529693,1,,
15739,,2013-07-21 01:40:33,Multiple Gunshots,36 Harvard St,42.0757151482,-71.0207880807,2,,
15706,,2013-07-19 19:29:25,Possible Gunfire,86 N Warren Ave,42.0874645928,-71.0245086968,2,,
15641,13-53960,2013-07-14 02:38:50,Multiple Gunshots,40 Crowell St,42.0883570058,-71.0223600598,3,,
15632,,2013-07-14 00:54:08,Single Gunshot,30 Sheppard St,42.0695994292,-71.0187186936,1,,
15385,,2013-07-07 00:22:06,Single Gunshot,73 Exchange St,42.0756460248,-71.017661947,1,,
15297,13-52016,2013-07-06 20:51:38,Multiple Gunshots,38 2nd St,42.0696102297,-71.0236122475,3,,
14934,,2013-07-04 23:20:45,Single Gunshot,129 Walnut St,42.0905595867,-71.023683504,1,,
14931,,2013-07-04 23:19:42,Single Gunshot,86 Spring St,42.0863597275,-71.0233498914,1,,
14930,,2013-07-04 23:19:01,Multiple Gunshots,84 Spring St,42.0864389513,-71.0232787781,6,,
14929,,2013-07-04 23:18:52,Single Gunshot,45 Nilsson St,42.0676995454,-71.0189333069,1,,
14927,,2013-07-04 23:17:47,Single Gunshot,29 Tremont St,42.0647389292,-71.0175635668,1,,
14924,,2013-07-04 23:15:54,Multiple Gunshots,87 Tremont St,42.0643591305,-71.0198168872,8,,
14921,,2013-07-04 23:14:26,Possible Gunfire,72 Spring St,42.08647465,-71.0228281547,1,,
14920,,2013-07-04 23:14:10,Multiple Gunshots,76 Spring St,42.0863907784,-71.0229877728,2,,
14918,,2013-07-04 23:13:04,Multiple Gunshots,137 Walnut St,42.0906649273,-71.0238133356,3,,
14917,,2013-07-04 23:12:38,Single Gunshot,74 Spring St,42.08635466,-71.0229113993,1,,
14914,,2013-07-04 23:10:42,Single Gunshot,74 Spring St,42.0864375798,-71.0229396155,1,,
14913,,2013-07-04 23:10:30,Single Gunshot, ,42.1042047474,-71.0234065373,1,,
14911,,2013-07-04 23:10:05,Single Gunshot,67 Essex St,42.0650477983,-71.0177442608,1,,
14908,,2013-07-04 23:09:27,Multiple Gunshots,74 Spring St,42.0864002038,-71.0228733717,5,,
14907,,2013-07-04 23:09:13,Multiple Gunshots,74 Spring St,42.0864042494,-71.0228896268,4,,
14903,,2013-07-04 23:07:57,Single Gunshot,72 Spring St,42.0863686038,-71.0228436827,1,,
14900,,2013-07-04 23:07:25,Single Gunshot,131 Walnut St,42.0905856849,-71.0237309643,1,,
14895,,2013-07-04 23:06:32,Multiple Gunshots,21 Tremont St,42.0647809204,-71.0172067611,9,,
14894,,2013-07-04 23:06:18,Multiple Gunshots,16 Walnut St,42.0870557299,-71.0228283967,4,,
14890,,2013-07-04 23:06:00,Single Gunshot,76 Spring St,42.0863902527,-71.0229683253,1,,
14885,,2013-07-04 23:01:21,Single Gunshot,135 Walnut St,42.0906819314,-71.0236935783,1,,
14884,,2013-07-04 23:00:12,Multiple Gunshots,78 Tremont St,42.0642980556,-71.0196228456,6,,
14882,,2013-07-04 22:59:54,Single Gunshot,29 Tremont St,42.0647141016,-71.0174820274,1,,
14881,,2013-07-04 22:59:37,Single Gunshot,93 Essex St,42.0647672777,-71.0175121788,1,,
14877,,2013-07-04 22:55:47,Single Gunshot,94 Essex St,42.0647638171,-71.0173879905,1,,
14875,,2013-07-04 22:53:17,Single Gunshot,19 Foster St,42.0739651954,-71.0222512193,1,,
14873,,2013-07-04 22:49:27,Single Gunshot,91 Essex St,42.0647718075,-71.0175718926,1,,
14871,,2013-07-04 22:45:55,Multiple Gunshots,10 Lowell St,42.0951986368,-71.0229046718,8,,
14870,,2013-07-04 22:45:28,Single Gunshot,107 Tremont St,42.0642750714,-71.0204039219,1,,
14869,,2013-07-04 22:44:58,Single Gunshot,89 Essex St,42.0647973436,-71.0176057378,1,,
14868,,2013-07-04 22:44:40,Single Gunshot,17 Foster St,42.0739660272,-71.0222232689,1,,
14857,,2013-07-04 22:39:59,Single Gunshot,32 Wyman St,42.0889901071,-71.0207216414,1,,
14856,,2013-07-04 22:39:38,Multiple Gunshots,89 Tremont St,42.0643426835,-71.0198737684,6,,
14855,,2013-07-04 22:39:21,Multiple Gunshots,79 Tremont St,42.0643471346,-71.0196244344,13,,
14853,,2013-07-04 22:38:51,Single Gunshot,10 Lowell St,42.095192513,-71.0228861583,1,,
14851,,2013-07-04 22:38:32,Single Gunshot,30 Wyman St,42.0888631364,-71.0206423768,1,,
14850,,2013-07-04 22:38:14,Multiple Gunshots,19 Foster St,42.0739260021,-71.0222596548,8,,
14849,,2013-07-04 22:38:07,Single Gunshot,34 Wyman St,42.0888877566,-71.0207841318,1,,
14847,,2013-07-04 22:37:50,Possible Gunfire,16 Winthrop St,42.0763235923,-71.0202739646,1,,
14844,,2013-07-04 22:37:05,Multiple Gunshots,66 3rd St,42.0689086088,-71.024453467,4,,
14842,,2013-07-04 22:36:42,Multiple Gunshots,62 3rd St,42.0688737782,-71.0245743836,4,,
14841,,2013-07-04 22:36:28,Possible Gunfire,81 Tremont St,42.0643288105,-71.0196546762,1,,
14840,,2013-07-04 22:36:18,Single Gunshot,12 Lowell St,42.0951805362,-71.0230143486,1,,
14837,,2013-07-04 22:36:04,Single Gunshot,12 Lowell St,42.0952097685,-71.0229758124,1,,
14834,,2013-07-04 22:35:32,Multiple Gunshots,12 Lowell St,42.0951857159,-71.0229568441,4,,
14833,,2013-07-04 22:35:14,Multiple Gunshots,10 Lowell St,42.0951791952,-71.022949512,22,,
14832,,2013-07-04 22:34:58,Multiple Gunshots,10 Lowell St,42.095202154,-71.0229244902,16,,
14828,,2013-07-04 22:33:48,Single Gunshot,11 Hervey St,42.0743855575,-71.0196022321,1,,
14827,,2013-07-04 22:33:40,Single Gunshot,32 Wyman St,42.0889518138,-71.0206579148,1,,
14822,,2013-07-04 22:32:40,Single Gunshot,9 Hervey St,42.0744102226,-71.0195863988,1,,
14820,,2013-07-04 22:31:22,Multiple Gunshots,95 Tremont St,42.0643574171,-71.0200501385,2,,
14817,,2013-07-04 22:29:56,Single Gunshot,133 Walnut St,42.0906368667,-71.0237263173,1,,
14805,,2013-07-04 22:26:47,Multiple Gunshots,30 South St,42.0631149354,-71.0163345961,3,,
14802,,2013-07-04 22:25:34,Single Gunshot,93 Tremont St,42.0643142754,-71.0199835685,1,,
14801,,2013-07-04 22:25:23,Single Gunshot,1036 Warren Ave,42.0643701313,-71.0195617397,1,,
14792,,2013-07-04 22:23:49,Multiple Gunshots,87 Essex St,42.0648435768,-71.0175262361,2,,
14790,,2013-07-04 22:22:33,Single Gunshot,33 Hillberg Ave,42.0664754834,-71.0214890405,1,,
14788,,2013-07-04 22:22:15,Single Gunshot,33 Hillberg Ave,42.0664867123,-71.0215006273,1,,
14786,,2013-07-04 22:21:41,Single Gunshot,89 Essex St,42.0648159621,-71.0174734901,1,,
14782,,2013-07-04 22:21:08,Multiple Gunshots,73 Tremont St,42.0643958446,-71.0194565831,3,,
14781,,2013-07-04 22:20:06,Multiple Gunshots,20 W Park St,42.0768967311,-71.0229789293,3,,
14780,,2013-07-04 22:20:03,Multiple Gunshots,939 Montello St,42.0661909236,-71.0151476765,2,,
14779,,2013-07-04 22:19:58,Multiple Gunshots,12 Lowell St,42.0952208359,-71.0229614965,2,,
14778,,2013-07-04 22:19:41,Multiple Gunshots,25 W Park St,42.077055593,-71.0233099713,12,,
14777,,2013-07-04 22:19:23,Multiple Gunshots,23 W Park St,42.0770643402,-71.0232318134,9,,
14773,,2013-07-04 22:18:15,Multiple Gunshots,12 Lowell St,42.0952074117,-71.0230001601,23,,
14772,,2013-07-04 22:17:53,Multiple Gunshots,12 Lowell St,42.0951762618,-71.0229852621,12,,
14771,,2013-07-04 22:17:47,Multiple Gunshots,14 Lowell St,42.0950683185,-71.0230761361,3,,
14770,,2013-07-04 22:17:41,Single Gunshot,8 Lowell St,42.0951935816,-71.0228199716,1,,
14769,,2013-07-04 22:17:37,Possible Gunfire,Division St & Cherry St,42.0956698929,-71.0254611288,1,,
14768,,2013-07-04 22:17:27,Multiple Gunshots,12 Lowell St,42.0951049749,-71.0230183982,10,,
14767,,2013-07-04 22:17:19,Multiple Gunshots,12 Lowell St,42.0951801693,-71.0230088335,3,,
14765,,2013-07-04 22:17:09,Multiple Gunshots,12 Lowell St,42.095167612,-71.0229978676,3,,
14760,,2013-07-04 22:16:08,Multiple Gunshots,92 Essex St,42.0647755079,-71.0174299208,2,,
14759,,2013-07-04 22:15:45,Multiple Gunshots,1030 Warren Ave,42.0645233291,-71.0194573415,6,,
14758,,2013-07-04 22:15:26,Multiple Gunshots,1031 Warren Ave,42.0644118477,-71.0195862442,24,,
14757,,2013-07-04 22:15:23,Single Gunshot,1033 Warren Ave,42.0643917998,-71.0195831889,1,,
14756,,2013-07-04 22:15:20,Multiple Gunshots,1017 Warren Ave,42.0646822479,-71.0199879924,2,,
14753,,2013-07-04 22:14:39,Multiple Gunshots,83 Essex St,42.0648899732,-71.0174892853,7,,
14748,,2013-07-04 22:13:38,Multiple Gunshots,89 Essex St,42.0648359853,-71.0174759948,17,,
14746,,2013-07-04 22:13:14,Multiple Gunshots,60 3rd St,42.0688126965,-71.0247104632,3,,
14745,,2013-07-04 22:13:10,Multiple Gunshots,60 3rd St,42.0688217822,-71.0246993068,4,,
14744,,2013-07-04 22:12:55,Multiple Gunshots,31 Hillberg Ave,42.0664948749,-71.0214566808,3,,
14743,,2013-07-04 22:12:24,Multiple Gunshots,29 Hillberg Ave,42.0665266233,-71.0213488809,6,,
14742,,2013-07-04 22:12:16,Single Gunshot,29 Hillberg Ave,42.0665459627,-71.0213131891,1,,
14741,,2013-07-04 22:11:54,Multiple Gunshots,31 Hillberg Ave,42.0664645987,-71.0213988242,7,,
14739,,2013-07-04 22:11:07,Single Gunshot,16 Winthrop St,42.0762818008,-71.0203384015,1,,
14736,,2013-07-04 22:10:10,Multiple Gunshots,122 Laureston St,42.0681090496,-71.0192560429,5,,
14733,,2013-07-04 22:09:21,Multiple Gunshots,12 Lowell St,42.0951785764,-71.022984683,5,,
14732,,2013-07-04 22:09:06,Single Gunshot,16 Lowell St,42.0951225754,-71.023120618,1,,
14730,,2013-07-04 22:08:53,Multiple Gunshots,12 Lowell St,42.0951848007,-71.0229952601,7,,
14723,,2013-07-04 22:07:39,Single Gunshot,31 Hillberg Ave,42.0664627976,-71.0214272082,1,,
14718,,2013-07-04 22:05:47,Multiple Gunshots,91 Essex St,42.0647769309,-71.0175569658,2,,
14717,,2013-07-04 22:05:39,Single Gunshot,96 Laureston St,42.0690449668,-71.0195006931,1,,
14716,,2013-07-04 22:05:19,Multiple Gunshots,23 W Park St,42.0770063386,-71.0232751717,8,,
14714,,2013-07-04 22:04:49,Single Gunshot,33 Hillberg Ave,42.0664996668,-71.021575077,1,,
14713,,2013-07-04 22:04:37,Single Gunshot,941 Montello St,42.066144889,-71.0152396589,1,,
14710,,2013-07-04 22:04:03,Single Gunshot,939 Montello St,42.0662195936,-71.0151082138,1,,
14700,,2013-07-04 22:01:54,Multiple Gunshots,91 Laureston St,42.0690824406,-71.019663678,2,,
14699,,2013-07-04 22:01:44,Multiple Gunshots,29 Tremont St,42.0647298467,-71.0175172795,4,,
14692,,2013-07-04 22:01:04,Single Gunshot,549 Warren Ave,42.0745200133,-71.0216215426,1,,
14686,,2013-07-04 21:59:56,Multiple Gunshots,144 Forest Ave,42.0716585995,-71.0253864077,7,,
14683,,2013-07-04 21:59:25,Multiple Gunshots,89 Essex St,42.0647973602,-71.0175228971,5,,
14675,,2013-07-04 21:57:53,Multiple Gunshots,45 Tribou St,42.0688386058,-71.0199497005,2,,
14656,,2013-07-04 21:55:09,Multiple Gunshots,31 Hillberg Ave,42.0664619501,-71.0214002354,11,,
14653,,2013-07-04 21:54:25,Multiple Gunshots,Johnson Sq,42.074069398,-71.0230321204,4,,
14651,,2013-07-04 21:54:16,Single Gunshot,24 Bartlett St,42.0781389694,-71.0227110895,1,,
14645,,2013-07-04 21:52:50,Single Gunshot,113 Florence St,42.0716073689,-71.0254021172,1,,
14642,,2013-07-04 21:51:50,Single Gunshot,31 Hillberg Ave,42.0664933103,-71.0214332144,1,,
14640,,2013-07-04 21:51:21,Single Gunshot,34 French Ave,42.0667310163,-71.021106097,1,,
14638,,2013-07-04 21:50:57,Multiple Gunshots,31 Hillberg Ave,42.0664541197,-71.0214264571,3,,
14636,,2013-07-04 21:50:35,Single Gunshot,26 W Park St,42.0769538463,-71.0232866544,1,,
14635,,2013-07-04 21:50:04,Multiple Gunshots,Fuller St,42.0779582044,-71.0250951863,4,,
14630,,2013-07-04 21:48:45,Single Gunshot,Martin Pl,42.0732723653,-71.0181007676,1,,
14625,,2013-07-04 21:47:59,Multiple Gunshots,65 Fuller St,42.0771201684,-71.0250748067,3,,
14623,,2013-07-04 21:47:39,Single Gunshot,65 Fuller St,42.0770993675,-71.0250656908,1,,
14622,,2013-07-04 21:47:34,Multiple Gunshots,105 Nilsson St,42.0671529233,-71.021616871,3,,
14615,,2013-07-04 21:46:33,Single Gunshot,Martin Pl,42.0734354989,-71.0180837442,1,,
14614,,2013-07-04 21:46:27,Single Gunshot,105 Nilsson St,42.0672151534,-71.0215851978,1,,
14613,,2013-07-04 21:46:16,Multiple Gunshots,11 French Ave,42.0673395976,-71.0213456845,3,,
14611,,2013-07-04 21:45:50,Single Gunshot,Martin Pl,42.0733640577,-71.0181152936,1,,
14592,,2013-07-04 21:42:30,Multiple Gunshots,90 Essex St,42.0648195823,-71.017447037,4,,
14582,,2013-07-04 21:41:03,Multiple Gunshots,31 Hillberg Ave,42.066449954,-71.0214568125,3,,
14581,,2013-07-04 21:40:49,Multiple Gunshots,34 Hillberg Ave,42.0664243993,-71.0214699652,3,,
14570,,2013-07-04 21:26:53,Multiple Gunshots,21 W Park St,42.0770299943,-71.0231527861,3,,
14569,,2013-07-04 21:26:41,Multiple Gunshots,159 Ford St,42.0941665176,-71.025835446,5,,
14562,,2013-07-04 21:25:12,Multiple Gunshots,34 Hillberg Ave,42.0664311229,-71.0214760333,7,,
14561,,2013-07-04 21:24:51,Multiple Gunshots,109 Nilsson St,42.0670951421,-71.0217657016,5,,
14558,,2013-07-04 21:24:28,Single Gunshot,79 2nd St,42.0688723333,-71.0241662266,1,,
14557,,2013-07-04 21:24:12,Single Gunshot,3rd St & Custer St,42.0691295444,-71.0247746591,1,,
14549,,2013-07-04 21:22:40,Multiple Gunshots,109 Nilsson St,42.0671087461,-71.0217227541,4,,
14548,,2013-07-04 21:22:35,Single Gunshot,23 W Park St,42.0770839051,-71.0232354915,1,,
14546,,2013-07-04 21:22:17,Multiple Gunshots,77 French Ave,42.0651928448,-71.0208067374,2,,
14537,,2013-07-04 21:18:31,Single Gunshot,162 Ford St,42.094084923,-71.0259097218,1,,
14536,,2013-07-04 21:18:12,Multiple Gunshots,161 Ford St,42.0941245207,-71.025873465,11,,
14534,,2013-07-04 21:17:42,Single Gunshot,96 Martin Pl,42.0734403086,-71.0181398106,1,,
14533,,2013-07-04 21:17:25,Single Gunshot,78 Exchange St,42.0756888289,-71.0175016397,1,,
14530,,2013-07-04 21:17:00,Multiple Gunshots,28 W Park St,42.0769353927,-71.0234834872,4,,
14523,,2013-07-04 21:15:40,Multiple Gunshots,66 3rd St,42.0688744642,-71.0245222776,11,,
14521,,2013-07-04 21:15:06,Single Gunshot,58 3rd St,42.0689547627,-71.0244924805,1,,
14511,,2013-07-04 21:13:48,Multiple Gunshots,283 N Montello St,42.0917128412,-71.0170425346,3,,
14510,,2013-07-04 21:13:34,Multiple Gunshots,285 N Montello St,42.0917319357,-71.0170723451,3,,
14509,,2013-07-04 21:13:31,Single Gunshot,15 E Main St,42.0963530389,-71.0187038756,1,,
14498,,2013-07-04 21:12:02,Multiple Gunshots,39 Spring St,42.0867548584,-71.0215419625,3,,
14495,,2013-07-04 21:11:23,Multiple Gunshots,283 N Montello St,42.0916867658,-71.0172071391,2,,
14494,,2013-07-04 21:11:05,Multiple Gunshots,283 N Montello St,42.0916849731,-71.0168847733,15,,
14491,,2013-07-04 21:10:26,Single Gunshot,Loucraft Ave & N Warren Ave,42.0894631692,-71.0245753828,1,,
14483,,2013-07-04 21:01:36,Multiple Gunshots, ,42.0868279783,-71.0212468253,9,,
14471,,2013-07-04 20:57:22,Multiple Gunshots,24 W Park St,42.0769958556,-71.0232010888,2,,
14466,,2013-07-04 20:55:49,Single Gunshot,43 Spring St,42.0872030447,-71.0217851053,1,,
14463,,2013-07-04 20:55:25,Multiple Gunshots,4 Annis Ave,42.0977537555,-71.0198568911,2,,
14452,,2013-07-04 20:52:42,Multiple Gunshots,115 Florence St,42.0714496772,-71.0254499966,3,,
14448,,2013-07-04 20:51:05,Single Gunshot,28 Owens Ave,42.0724976618,-71.0174407292,1,,
14447,,2013-07-04 20:50:47,Single Gunshot,Keith Ave,42.0616884493,-71.0201652608,1,,
14437,,2013-07-04 20:47:48,Single Gunshot,Martin Pl,42.0734254194,-71.0181064257,1,,
14418,,2013-07-04 20:40:48,Multiple Gunshots,E Union St,42.0741151214,-71.0157364372,6,,
14231,,2013-07-04 01:41:03,Single Gunshot,55 Tremont St,42.0645096588,-71.0186291815,1,,
14162,,2013-07-03 23:51:08,Single Gunshot,54 D St,42.0608328361,-71.0084420439,1,,
14155,,2013-07-03 23:40:06,Single Gunshot,52 Somerset Pl,42.0762952945,-71.0186236197,1,,
14145,,2013-07-03 23:21:22,Single Gunshot,Golden Circle,42.0870580546,-71.0250291032,1,,
14141,,2013-07-03 23:18:53,Multiple Gunshots,Golden Circle,42.0870425048,-71.0250973336,10,,
14140,,2013-07-03 23:18:37,Multiple Gunshots,Golden Circle,42.0870431812,-71.0251070591,11,,
14134,,2013-07-03 23:09:54,Single Gunshot,93 Lowell St,42.0950280975,-71.0265671773,1,,
14122,,2013-07-03 22:27:54,Single Gunshot,10 Loucraft Ave,42.0893872509,-71.0248919985,1,,
14118,,2013-07-03 22:21:03,Single Gunshot,7 Loucraft Ave,42.0894374502,-71.0248697806,1,,
14061,,2013-07-03 21:40:16,Single Gunshot,52 3rd St,42.0689824279,-71.0245403658,1,,
14059,,2013-07-03 21:39:27,Single Gunshot,64 3rd St,42.0688121041,-71.0246484641,1,,
14053,,2013-07-03 21:35:42,Possible Gunfire,60 3rd St,42.0689237036,-71.0245310232,1,,
14051,,2013-07-03 21:35:07,Single Gunshot,52 3rd St,42.0690405464,-71.0244435546,1,,
14010,,2013-07-02 23:05:20,Single Gunshot,85 White Ave,42.0794249518,-71.0175655922,1,,
13951,,2013-07-02 20:48:00,Multiple Gunshots,Martin Pl,42.0734836681,-71.017696717,5,,
13802,,2013-06-30 04:27:02,Single Gunshot,20 W Park St,42.0768084735,-71.0229733913,1,,
13747,,2013-06-28 21:30:56,Single Gunshot,79 Essex St,42.0649487053,-71.0174970794,1,,
13704,13-49413,2013-06-27 17:26:36,Multiple Gunshots,70 Elliot St,42.0907017512,-71.0160597021,2,,
13691,13-49048,2013-06-26 11:30:31,Possible Gunfire,26 Johnson Sq,42.0742462093,-71.0229634185,8,,
13676,13-48398,2013-06-23 23:10:57,Multiple Gunshots,69 Harvard St,42.0758585537,-71.0224011808,5,,
13675,13-48398,2013-06-23 23:10:48,Multiple Gunshots,76 Harvard St,42.0755094203,-71.022099678,1,,
13674,13-48391,2013-06-23 22:59:24,Multiple Gunshots,5 Fitzpatrick Ave,42.0943972567,-71.0279425125,6,,
13619,,2013-06-22 00:10:00,Multiple Gunshots,Milton St,42.0912887826,-71.026714444,4,,
13617,,2013-06-21 22:58:33,Single Gunshot,Wilmington St & Pleasant View Ave,42.105831791,-71.0235681218,1,,
13607,,2013-06-19 20:07:55,Multiple Gunshots,60 Wilmington St,42.1060376574,-71.0232879352,10,,
13606,,2013-06-19 20:07:51,Multiple Gunshots,17 Field St,42.1044939604,-71.0236285904,3,,
13601,,2013-06-18 02:44:15,Multiple Gunshots,Foster St & Warren Ave,42.0736333511,-71.0212823443,5,,
13600,,2013-06-18 02:44:02,Single Gunshot,62 Hervey St,42.074033837,-71.0209024372,1,,
13599,,2013-06-18 02:43:51,Multiple Gunshots,687 Main St,42.0715222871,-71.0185646967,8,,
13589,,2013-06-16 21:10:52,Possible Gunfire,68 Somerset Pl,42.0762883636,-71.0183509777,3,,
13588,,2013-06-16 21:10:47,Multiple Gunshots,68 Somerset Pl,42.0762753266,-71.0183450651,3,,
13573,13-46284,2013-06-16 09:38:11,Multiple Gunshots,249 Pleasant St,42.0870705642,-71.0288807166,3,,
13572,,2013-06-16 02:47:13,Multiple Gunshots,92 Milton St,42.0911691676,-71.02674551,1,,
13571,,2013-06-16 00:55:17,Multiple Gunshots,65 Richmond St,42.0966899033,-71.024780205,2,,
13570,,2013-06-16 00:43:24,Multiple Gunshots,1068 Warren Ave,42.0637335725,-71.0191698762,4,,
13525,,2013-06-09 22:50:38,Single Gunshot, ,42.0844586495,-71.0289358867,1,,
13488,,2013-06-04 05:56:15,Single Gunshot,24 W Ashland St,42.0935969254,-71.0205127472,1,,
13485,,2013-06-03 03:09:39,Single Gunshot,32 Winthrop St,42.0762737998,-71.0211971157,1,,
13480,,2013-06-01 22:06:32,Multiple Gunshots,572 N Main St,42.0974822613,-71.0199333862,2,,
13471,,2013-05-28 21:30:53,Multiple Gunshots,104 Laureston St,42.0688242364,-71.0193211199,7,,
13312,,2013-05-27 01:23:05,Multiple Gunshots,726 Warren Ave,42.0707978431,-71.0207473247,2,,
13309,,2013-05-26 05:13:44,Single Gunshot,131 Green St,42.0845139307,-71.0238890491,1,,
13306,,2013-05-25 01:28:45,Single Gunshot,574 N Main St,42.0975168702,-71.0198850008,1,,
13304,,2013-05-21 21:58:35,Single Gunshot,127 Battles St,42.0975988446,-71.0252492447,1,,
13300,,2013-05-20 15:46:06,Multiple Gunshots,51 Warren Ave,42.0845783168,-71.0232556408,5,,
13295,,2013-05-18 22:34:30,Single Gunshot,85 Lowell St,42.0950090757,-71.0261818494,1,,
13281,,2013-05-09 22:35:52,Multiple Gunshots,137 Green St,42.0849670813,-71.024132978,5,,
13267,,2013-05-04 03:22:38,Single Gunshot,27 Glenwood Sq,42.0857979182,-71.0250608303,1,,
13265,,2013-05-03 03:49:38,Single Gunshot,71 Clinton St,42.0687659664,-71.0145799759,1,,
13263,,2013-04-28 22:44:44,Multiple Gunshots,28 Johnson Sq,42.0740913179,-71.0234494762,5,,
13262,,2013-04-28 03:35:40,Multiple Gunshots,99 Florence St,42.0715792644,-71.0242299468,6,,
13227,,2013-04-22 15:52:39,Possible Gunfire,70 Dover St,42.0742863438,-71.0226404368,6,,
13226,,2013-04-21 23:48:30,Single Gunshot,32 Milton St,42.0897604022,-71.0260964443,1,,
13219,,2013-04-17 18:31:20,Single Gunshot,Brides Ct,42.0878456816,-71.0255335772,1,,
13218,,2013-04-17 18:30:10,Single Gunshot,82 Brides Ct,42.0881602521,-71.0252299377,1,,
13217,,2013-04-14 02:15:50,Multiple Gunshots,88 S Fuller St Ext,42.0732639367,-71.0244022808,5,,
13216,,2013-04-14 02:15:41,Multiple Gunshots, ,42.0729737206,-71.0251493852,9,,
13215,,2013-04-13 23:50:44,Multiple Gunshots,11 Turner St,42.0881573117,-71.0216109299,5,,
13210,,2013-04-10 16:46:38,Single Gunshot,75 Wayland St,42.0938674468,-71.0223612701,1,,
13202,,2013-04-08 20:00:43,Single Gunshot,852 Warren Ave,42.0682055395,-71.0203521223,1,,
13195,13-25848,2013-04-05 19:58:12,Single Gunshot,52 Fairmount Ave,42.0962383054,-71.0228268995,1,,
13191,13-25807,2013-04-04 23:26:59,Multiple Gunshots,26 Battles St,42.0967817456,-71.0208634136,1,,
13190,,2013-04-04 00:07:57,Single Gunshot,55 Division St,42.0960940435,-71.0224501328,1,,
13189,,2013-04-03 21:56:19,Multiple Gunshots,123 Richmond St,42.0962251364,-71.02755469,1,,
13188,,2013-04-03 20:23:40,Single Gunshot,33 Fairmount Ave,42.0957076451,-71.0222749324,1,,
13185,,2013-03-29 02:34:05,Multiple Gunshots,58 Prospect St,42.0914876289,-71.0222084396,3,,
13183,,2013-03-24 19:23:15,Single Gunshot,23 Bolton Pl,42.0793237814,-71.0175504883,1,,
13182,,2013-03-14 20:51:16,Multiple Gunshots,55 Battles St,42.0970417972,-71.0221380032,5,,
13180,,2013-03-13 02:58:26,Multiple Gunshots,86 Glenwood Sq,42.0852071817,-71.0257498282,5,,
13170,,2013-03-02 18:28:10,Multiple Gunshots,55 Parker St,42.0889351229,-71.0084809771,3,,
13169,,2013-03-02 18:27:58,Multiple Gunshots,55 Parker St,42.0889385188,-71.0084640232,5,,
13168,,2013-03-02 04:25:23,Single Gunshot,610 Main St,42.0731122666,-71.0186291197,1,,
13166,,2013-02-28 02:14:27,Multiple Gunshots,210 Belmont St,42.0787006576,-71.0278877709,2,,
13163,,2013-02-24 04:27:51,Multiple Gunshots,380 N Montello St,42.0935611307,-71.0178878719,3,,
13162,,2013-02-24 04:27:34,Multiple Gunshots,416 N Main St,42.0941335841,-71.0192969748,4,,
13161,,2013-02-24 00:18:18,Single Gunshot,107 Clinton St,42.0676126315,-71.0142639648,1,,
13159,,2013-02-21 22:10:50,Single Gunshot,175 Ames St,42.1013525052,-71.0135353054,1,,
13158,,2013-02-21 20:29:37,Single Gunshot,36 Emerson Ave,42.1043080428,-71.0223324228,1,,
