Incident Id, CAD Id, Time, Type, Address, Latitude, Longitude, # of Rounds, District, Beat
19990,,2015-01-01 00:01:19,Multiple Gunshots,30 Farrington St,42.0921429979,-71.0211403441,2,,
19964,14-114572,2014-12-27 01:07:33,Multiple Gunshots,58 E Nilsson St,42.0683648766,-71.0150990064,2,,
19947,,2014-12-24 00:16:50,Multiple Gunshots,57 Waverly St,42.0907264626,-71.0214372245,3,,
19942,,2014-12-21 04:20:22,Single Gunshot,458 Main St,42.0762312923,-71.0194601609,1,,
19940,,2014-12-20 18:37:52,Single Gunshot,115 Legion Pkwy,42.0842907859,-71.0223747711,1,,
19934,14-107569,2014-12-06 01:08:44,Multiple Gunshots,22 Williams Pl,42.073859047,-71.0191726334,9,,
19929,,2014-11-23 05:08:42,Multiple Gunshots,1123 Montello St,42.0628379534,-71.0137960671,10,,
19928,,2014-11-17 00:56:34,Multiple Gunshots,10 Franklin St,42.0852590243,-71.0196552718,9,,
19920,,2014-11-16 03:19:12,Single Gunshot,572 Montello St,42.0739590799,-71.016948824,1,,
19895,,2014-11-01 03:20:31,Multiple Gunshots,4 Foster St,42.0735746242,-71.0215487403,6,,
19893,,2014-10-28 20:30:25,Possible Gunfire,9 King Ave,42.0980638071,-71.0179347276,2,,
19891,,2014-10-26 23:30:13,Multiple Gunshots,96 Park St,42.0772749539,-71.0220143164,4,,
19888,,2014-10-25 22:45:11,Single Gunshot,Market St & Rutland Sq,42.0627464701,-71.0165801877,1,,
19886,,2014-10-24 19:32:21,Multiple Gunshots,467 Warren Ave,42.0761422133,-71.0220670778,2,,
19884,,2014-10-20 00:43:01,Single Gunshot,50 Walnut St,42.0883430563,-71.0236389919,1,,
19875,,2014-10-12 22:49:03,Possible Gunfire,19 Hervey St,42.0743315031,-71.020034598,1,,
19851,,2014-09-19 23:08:38,Multiple Gunshots,54 Exchange St,42.0757547426,-71.0181055043,8,,
19850,,2014-09-18 02:50:32,Single Gunshot,75 E Main St,42.0985988839,-71.0190822907,1,,
19843,,2014-09-07 22:13:37,Multiple Gunshots,12 1st St,42.0694557532,-71.0225066544,6,,
19842,,2014-09-07 22:13:33,Multiple Gunshots,105 Nilsson St,42.0672304058,-71.0215717869,5,,
19841,,2014-09-07 14:27:04,Single Gunshot,591 N Montello St,42.0982320643,-71.017405256,1,,
19837,,2014-09-07 03:12:56,Multiple Gunshots,1118 Main St,42.0632108426,-71.0153295289,8,,
19822,,2014-09-06 13:23:22,Multiple Gunshots,25 Fuller St,42.0783857766,-71.0251532491,2,,
19821,,2014-09-06 13:23:13,Multiple Gunshots,42 Fuller St,42.0777626477,-71.0250360977,4,,
19819,,2014-09-04 02:33:16,Multiple Gunshots,20 Central Sq,42.0738432423,-71.0202195778,7,,
19776,,2014-08-20 01:36:44,Single Gunshot,28 Somerset Pl,42.0762456822,-71.0190377374,1,,
19739,14-66136,2014-08-11 00:32:12,Multiple Gunshots,467 Warren Ave,42.0761605946,-71.0219259825,8,,
19738,14-66136,2014-08-11 00:27:54,Multiple Gunshots,Lee Ct,42.0675154056,-71.0154802002,5,,
19737,14-66136,2014-08-11 00:27:50,Multiple Gunshots,17 Pinkham St,42.0654063384,-71.0154321262,3,,
19736,14-66136,2014-08-11 00:27:47,Multiple Gunshots,924 Montello St,42.0669060473,-71.0145838138,2,,
19735,14-66136,2014-08-11 00:27:39,Multiple Gunshots,948 Montello St,42.0662984201,-71.0144833541,10,,
19722,,2014-08-10 04:10:24,Multiple Gunshots,482 Warren Ave,42.0760009717,-71.0218177234,10,,
19713,,2014-08-09 02:54:49,Multiple Gunshots,32 Winthrop St,42.0762692245,-71.0211100281,6,,
19709,,2014-08-08 23:12:01,Multiple Gunshots,59 Denton St,42.0673831785,-71.0179441761,5,,
19698,,2014-08-06 22:30:03,Multiple Gunshots,115 Spring St,42.0863523865,-71.0248737025,2,,
19550,,2014-07-22 00:46:22,Multiple Gunshots,129 Green St,42.0846104892,-71.0237830045,11,,
19419,14-56637,2014-07-15 01:53:37,Single Gunshot,624 Montello St,42.0730847486,-71.0163728839,1,,
19379,,2014-07-12 21:34:54,Single Gunshot,139 Dover St,42.0745974208,-71.025728299,1,,
19377,,2014-07-12 21:34:33,Single Gunshot,143 Dover St,42.0745424754,-71.025885165,1,,
19360,,2014-07-12 20:52:55,Single Gunshot,68 Cushing Ave,42.0554132458,-71.0203536971,1,,
19290,,2014-07-10 04:43:56,Multiple Gunshots,Goddard Rd & Ellsworth Ave,42.0832289427,-71.0241417599,3,,
17313,,2014-07-01 01:35:36,Single Gunshot,991 Main St,42.0655400674,-71.0166256653,1,,
17262,,2014-06-29 01:21:33,Multiple Gunshots,98 French Ave,42.0646983756,-71.0202456102,9,,
17247,,2014-06-29 00:03:55,Possible Gunfire,126 Belmont St,42.0793706081,-71.0235491781,4,,
17150,,2014-06-28 02:28:11,Multiple Gunshots,823 Warren Ave,42.0688407632,-71.0206755742,3,,
17149,,2014-06-28 02:27:59,Single Gunshot,664 Warren Ave,42.0721271763,-71.021073367,1,,
17051,14-51036,2014-06-27 04:03:50,Single Gunshot,6 Annis Ave,42.0977272523,-71.0199827331,1,,
17048,14-51032,2014-06-27 02:45:37,Single Gunshot,583 N Main St,42.0977751012,-71.0196855943,1,,
17046,14-51015,2014-06-27 00:23:20,Multiple Gunshots,38 Wyman St,42.0890292502,-71.0209959125,8,,
16974,,2014-06-22 02:13:14,Multiple Gunshots,17 Nilsson St,42.0678026312,-71.0178222098,3,,
16935,14-49288,2014-06-21 05:42:27,Single Gunshot,536 N Main St,42.0965911719,-71.0194811966,1,,
16934,14-49287,2014-06-21 05:40:52,Single Gunshot,97 N Main St,42.087239786,-71.019359822,1,,
16932,14-49281,2014-06-21 04:14:03,Single Gunshot,93 Appleton St,42.0914796619,-71.0226761594,1,,
16922,,2014-06-20 05:42:04,Single Gunshot,16 Prospect St,42.0912454344,-71.0200523043,1,,
16921,,2014-06-20 05:41:44,Single Gunshot,145 N Main St,42.0883087303,-71.0189317442,1,,
16919,,2014-06-20 01:37:44,Single Gunshot,814 Main St,42.0694088251,-71.0172290219,1,,
16917,,2014-06-19 23:32:41,Multiple Gunshots,78 Turner St,42.0905688891,-71.0219722749,2,,
16901,,2014-06-16 10:41:58,Single Gunshot,70 Wyman St,42.0890376118,-71.0223683832,1,,
16824,,2014-06-14 05:18:20,Single Gunshot,87 Rosseter St,42.0897610927,-71.0190852212,1,,
16823,,2014-06-14 05:14:04,Possible Gunfire,4 Hancock St,42.0712788431,-71.0181951883,1,,
16812,14-46848,2014-06-13 05:35:27,Single Gunshot,99 N Main St,42.0872988752,-71.019483924,1,,
16809,14-46484,2014-06-11 19:44:54,Single Gunshot,49 Allen St,42.0783001276,-71.0179773645,1,,
16808,14-46484,2014-06-11 19:43:32,Single Gunshot,84 Bolton Pl,42.0785188999,-71.0181087794,1,,
16803,,2014-06-09 03:36:54,Single Gunshot,27 Nilsson St,42.0678144786,-71.0181934207,1,,
16802,,2014-06-09 03:28:43,Multiple Gunshots,79 Prospect St,42.0916644775,-71.0228195519,3,,
16801,,2014-06-09 00:46:54,Multiple Gunshots,144 W Chestnut St,42.0629041245,-71.0218844035,2,,
16786,14-45291,2014-06-08 01:42:57,Single Gunshot,Myrtle St & 2nd St,42.0702954784,-71.0242199326,1,,
16721,14-45017,2014-06-07 07:07:45,Single Gunshot,15 Waverly St,42.0908704071,-71.0200639844,1,,
16720,14-45017,2014-06-07 07:07:14,Single Gunshot,N Main St,42.086290678,-71.0194353272,1,,
16719,14-45005,2014-06-07 04:13:44,Single Gunshot,70 N Warren Ave,42.0872153674,-71.02414708,1,,
16706,14-43712,2014-06-03 05:38:15,Single Gunshot,341 N Main St,42.0927685623,-71.0190160649,1,,
16689,14-42850,2014-05-31 05:36:13,Single Gunshot,25 Green St,42.0850908939,-71.0205882101,1,,
16682,,2014-05-29 05:36:17,Single Gunshot,100 N Main St,42.0878250078,-71.0194424172,1,,
16640,,2014-05-21 05:11:53,Single Gunshot,110 Wyman St,42.0888719772,-71.0236139763,1,,
16639,,2014-05-21 01:22:06,Multiple Gunshots,90 Fuller St,42.0763730469,-71.024939379,2,,
16638,14-39285,2014-05-19 05:35:33,Single Gunshot,60 N Main St,42.0869838287,-71.0196640577,1,,
16627,,2014-05-17 00:53:31,Single Gunshot,Glenwood St & Pleasant St,42.0870308247,-71.0259499833,1,,
16621,14-37152,2014-05-12 01:06:09,Single Gunshot,114 Harvard St,42.0752337534,-71.0229848296,1,,
16620,14-37130,2014-05-11 22:39:00,Single Gunshot,169 Green St,42.0845753152,-71.025483611,1,,
16597,14-34475,2014-05-03 02:15:37,Single Gunshot,112 Laureston St,42.0686619549,-71.018855322,1,,
16568,,2014-04-17 00:18:36,Single Gunshot,90 Pleasant St,42.0856064197,-71.0227766185,1,,
16564,,2014-04-13 03:55:04,Multiple Gunshots,70 Turner St,42.0902399585,-71.02196773,8,,
16563,,2014-04-12 05:20:09,Single Gunshot,66 Wyman St,42.0890384011,-71.0222476806,1,,
16562,,2014-04-12 05:19:59,Single Gunshot,35 Turner St,42.0891564453,-71.0219012608,1,,
16560,14-28157,2014-04-11 01:28:14,Multiple Gunshots,3 Fitzpatrick Ave,42.0944741877,-71.0278273137,2,,
16552,,2014-03-23 03:15:29,Multiple Gunshots,74 Moreland St,42.084763367,-71.0275885383,3,,
16547,14-21263,2014-03-18 22:16:54,Possible Gunfire,3 Father Kenney Way,42.0786819891,-71.0201000375,1,,
16540,,2014-03-16 00:31:21,Multiple Gunshots,87 Florence St,42.0716423338,-71.0233228228,10,,
16531,,2014-03-07 13:17:03,Possible Gunfire,419 N Main St,42.09413655,-71.0192907715,1,,
16530,14-17026,2014-03-03 20:43:20,Multiple Gunshots,54 Florence St,42.0719971854,-71.0212339812,6,,
16526,,2014-02-27 20:37:09,Single Gunshot,Lalli Terrace,42.0904597526,-71.0296102165,1,,
16523,14-14286,2014-02-21 23:14:55,Multiple Gunshots,90 Florence St,42.0715088267,-71.0234767354,3,,
16517,14-12406,2014-02-15 02:23:52,Single Gunshot,162 Winthrop St,42.0755799139,-71.0268398475,1,,
16515,14-12405,2014-02-15 02:18:27,Single Gunshot,85 Cherry St,42.0945369115,-71.0251444048,1,,
16501,,2014-02-04 14:27:46,Possible Gunfire, ,42.0778466069,-71.0251810392,1,,
16500,14-9117,2014-02-03 00:56:47,Multiple Gunshots,22 Appleton St,42.0895632104,-71.0227945273,5,,
16495,14-9052,2014-02-02 18:07:42,Possible Gunfire,77 Bartlett St,42.0781815676,-71.0238663341,2,,
16492,,2014-02-02 05:12:33,Multiple Gunshots,3 Winthrop St,42.0766695879,-71.0197330542,2,,
16490,,2014-01-31 21:21:29,Multiple Gunshots,23 Walnut St,42.0873174122,-71.0227496486,9,,
16486,,2014-01-25 20:44:23,Single Gunshot,39 Farrington St,42.0924051732,-71.0215279869,1,,
16485,,2014-01-25 20:36:51,Single Gunshot,16 Wayland St,42.0923232175,-71.0224788127,1,,
16484,,2014-01-25 20:13:23,Possible Gunfire,56 Crowell St,42.0883214243,-71.0225597878,1,,
16482,14-5080,2014-01-18 21:58:04,Multiple Gunshots,38 Walnut St,42.0880233807,-71.0234371809,6,,
16478,,2014-01-18 01:43:54,Single Gunshot,178 Main St,42.0817190117,-71.0200265973,2,,
16477,14-3910,2014-01-14 20:21:10,Multiple Gunshots,13 Hereford St,42.0857072415,-71.021913033,4,,
16475,14-3438,2014-01-12 21:48:42,Single Gunshot,105 Pleasant St,42.0858195059,-71.0228894396,1,,
16471,,2014-01-06 23:49:55,Multiple Gunshots,66 Winthrop St,42.0762954249,-71.0227710494,5,,
16470,,2014-01-05 22:06:55,Multiple Gunshots,79 Brook St,42.0761188249,-71.027872567,5,,
16467,,2014-01-05 00:59:58,Single Gunshot,168 Newbury St,42.0813978167,-71.0262046342,1,,
16466,,2014-01-05 00:59:18,Single Gunshot,87 Fuller St,42.076473495,-71.0251222185,1,,
16465,,2014-01-05 00:59:09,Single Gunshot,97 Fuller St,42.0761308003,-71.0250408738,1,,
16449,,2014-01-01 00:09:19,Single Gunshot,32 Greenwood Rd,42.0570706805,-71.0142999617,1,,
16443,14-4,2014-01-01 00:00:27,Single Gunshot,96 Battles St,42.0971997715,-71.0239253596,1,,
16442,14-3,2014-01-01 00:00:07,Multiple Gunshots,35 Fairmount Ave,42.0957830256,-71.0225855031,10,,
16416,,2013-12-20 01:20:41,Multiple Gunshots,21 Harvard St,42.0758114959,-71.0206739004,2,,
16407,13-95080,2013-12-08 04:32:08,Single Gunshot,10 Wayland St,42.0920180821,-71.0225213891,1,,
16399,13-94155,2013-12-05 00:00:11,Multiple Gunshots,107 Green St,42.0846118069,-71.023038614,8,,
16398,13-93885,2013-12-04 05:37:36,Single Gunshot,45 N Main St,42.0864858872,-71.0195401569,1,,
16366,13-89109,2013-11-16 01:27:39,Single Gunshot,151 Green St,42.0848823258,-71.0247680595,1,,
16354,,2013-11-13 00:13:49,Multiple Gunshots,29 Hillberg Ave,42.0664765899,-71.0212930149,3,,
16352,,2013-11-11 18:43:37,Possible Gunfire,12 Warren Ave,42.0856906864,-71.0233448671,1,,
16350,13-87866,2013-11-11 17:50:16,Multiple Gunshots,119 Walnut St,42.0903228534,-71.0237939822,3,,
16347,13-87498,2013-11-10 01:36:33,Multiple Gunshots,62 Grand St,42.0689627838,-71.0163471721,3,,
16344,,2013-11-08 01:59:54,Single Gunshot,203 N Warren Ave,42.0898526326,-71.0248468517,1,,
16339,13-86236,2013-11-05 20:37:22,Multiple Gunshots,Washburn Ave,42.0907198919,-71.0184848001,3,,
16336,,2013-11-02 20:03:07,Multiple Gunshots,107 Pleasant St,42.0858945921,-71.0229101945,4,,
16330,,2013-11-01 14:06:15,Possible Gunfire,99 French Ave,42.0644764589,-71.020744543,2,,
16314,13-83228,2013-10-26 02:47:18,Multiple Gunshots,123 Huntington St,42.093056276,-71.0246696119,2,,
16304,,2013-10-18 23:36:29,Multiple Gunshots,35 Warren Ave,42.0849946283,-71.0235345923,6,,
16294,,2013-10-15 20:19:05,Single Gunshot,N Warren Ave,42.0864744983,-71.0237268382,1,,
16289,,2013-10-13 00:53:34,Multiple Gunshots,156 Walnut St,42.0908023886,-71.0244196857,3,,
16288,,2013-10-13 00:52:51,Multiple Gunshots,196 N Warren Ave,42.0896566361,-71.0250607776,2,,
16286,13-79068,2013-10-10 21:30:33,Multiple Gunshots,43 Owens Ave,42.0722354832,-71.0175875138,3,,
16285,,2013-10-09 23:20:16,Multiple Gunshots,Brides Ct,42.0879568279,-71.0257650573,3,,
16284,,2013-10-09 00:17:20,Multiple Gunshots,Loucraft Ave,42.089376394,-71.0267648684,6,,
16276,,2013-10-04 20:57:35,Single Gunshot,95 Milton St,42.0913015014,-71.0265351921,1,,
16272,,2013-10-04 02:28:02,Multiple Gunshots,10 Irvington St,42.0579668325,-71.0158548726,4,,
16269,,2013-10-02 22:37:33,Single Gunshot,173 Walnut St,42.0912374084,-71.024090015,1,,
16260,13-75914,2013-09-30 01:09:15,Multiple Gunshots,36 Grand St,42.0689722629,-71.016891505,6,,
16258,13-75888,2013-09-29 21:59:29,Multiple Gunshots,132 Walnut St,42.0904220924,-71.0242159761,12,,
16254,,2013-09-28 22:47:45,Multiple Gunshots,61 Appleton St,42.0906335366,-71.0225755017,7,,
16252,,2013-09-28 05:23:10,Single Gunshot,Golden Circle,42.0870399285,-71.0251704986,1,,
16251,,2013-09-28 01:49:18,Multiple Gunshots,18 Maple Ave,42.0810026481,-71.0184004873,7,,
16237,13-73709,2013-09-22 08:19:50,Possible Gunfire,6 Farrington St,42.0922936212,-71.0195285191,1,,
16233,,2013-09-21 21:10:23,Single Gunshot,24 Glenwood Sq,42.0858334243,-71.024820604,1,,
16231,,2013-09-20 16:41:25,Single Gunshot,77 Bolton Pl,42.0786347971,-71.0183304439,1,,
16227,13-72366,2013-09-18 00:08:31,Multiple Gunshots,8 Nye Sq,42.08611958,-71.0279166756,5,,
16213,,2013-09-14 00:13:10,Single Gunshot,35 Ford St,42.0944835442,-71.021152222,2,,
16202,,2013-09-09 21:43:21,Possible Gunfire,387 N Warren Ave,42.093622732,-71.0259752212,2,,
16199,,2013-09-09 01:50:36,Single Gunshot,15 Track St,42.0731197749,-71.0222871676,1,,
16197,,2013-09-08 23:04:54,Single Gunshot,37 Moreland St,42.0851850936,-71.0280719876,1,,
16188,13-69340,2013-09-07 15:29:57,Possible Gunfire,77 Sheppard St,42.0694923016,-71.0203869333,2,,
16184,13-68920,2013-09-06 04:57:03,Single Gunshot,8 Hervey St,42.0741632937,-71.019477176,1,,
16183,13-68913,2013-09-06 02:12:19,Multiple Gunshots,67 Denton St,42.0671936744,-71.0177241489,7,,
16182,13-68913,2013-09-06 02:12:19,Multiple Gunshots,E Chestnut St & Northfield St,42.0642401288,-71.0148336158,10,,
16181,13-68913,2013-09-06 02:12:13,Multiple Gunshots,85 Tribou St,42.0687794419,-71.021419196,9,,
16180,13-68909,2013-09-06 01:18:18,Single Gunshot,80 Appleton St,42.0911627318,-71.0229985399,1,,
16179,13-68847,2013-09-05 20:14:50,Multiple Gunshots,29 Glenwood Sq,42.0857811252,-71.0251568258,4,,
16168,,2013-09-04 01:51:09,Single Gunshot, ,42.0850967762,-71.023756951,1,,
16149,,2013-08-31 19:53:17,Possible Gunfire,91 Auburn St,42.060529809,-71.0081179279,1,,
16132,,2013-08-29 18:23:26,Single Gunshot,49 Elliot St,42.0904082796,-71.0169971587,2,,
16131,,2013-08-29 18:23:19,Multiple Gunshots,26 Elliot St,42.0906405856,-71.0177902873,3,,
16126,,2013-08-28 00:57:35,Multiple Gunshots,8 Petronelli Way,42.0848893729,-71.0196989974,8,,
16124,,2013-08-27 01:33:01,Single Gunshot,142 Green St,42.0843932138,-71.0238510729,1,,
16093,13-65637,2013-08-25 06:35:57,Single Gunshot,873 Warren Ave,42.0677582289,-71.0203885433,1,,
16087,,2013-08-23 19:13:31,Possible Gunfire,28 Union St,42.0738664041,-71.0184577893,3,,
16079,,2013-08-21 20:41:37,Multiple Gunshots,35 David St,42.0707677971,-71.0198957197,7,,
16078,,2013-08-21 20:33:23,Possible Gunfire,18 Union St,42.0738046175,-71.0186547155,6,,
